chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
182221897	1	148604606	148604658	52	34	37	0.183908	0.693877551020408	0.755102040816326	49	FALSE	FALSE
182222152	1	149466581	149466633	52	36	37	0.16092	0.73469387755102	0.755102040816326	49	FALSE	FALSE
182222260	1	149560652	149560700	48	46	49	0.0776699	0.867924528301887	0.924528301886792	53	FALSE	FALSE
182222313	1	149693315	149693368	53	31	31	0.225	0.645833333333333	0.645833333333333	48	FALSE	FALSE
182255719	1	234807204	234807253	49	26	27	0.3375	0.5	0.519230769230769	52	FALSE	FALSE
182282827	10	46676457	46676509	52	25	25	0.333333	0.510204081632653	0.510204081632653	49	FALSE	FALSE
182282828	10	46677501	46677550	49	28	33	0.290698	0.538461538461538	0.634615384615385	52	FALSE	FALSE
182283217	10	47662848	47662897	49	34	26	0.240506	0.653846153846154	0.5	52	FALSE	FALSE
182283218	10	47663890	47663942	52	24	25	0.346667	0.489795918367347	0.510204081632653	49	FALSE	FALSE
182295540	10	79877239	79877290	51	1	0	0.980392	0.02	0	50	FALSE	FALSE
182317616	10	133628562	133628617	55	22	19	0.378788	0.478260869565217	0.41304347826087	46	FALSE	FALSE
182317625	10	133656892	133656942	50	24	24	0.368421	0.470588235294118	0.470588235294118	51	FALSE	FALSE
182392978	12	63537579	63537629	50	1	0	0.980769	0.0196078431372549	0	51	FALSE	FALSE
182416257	12	120196865	120196919	54	9	12	0.65	0.191489361702128	0.25531914893617	47	FALSE	FALSE
182424290	13	18538554	18538602	48	41	40	0.138298	0.773584905660377	0.754716981132076	53	FALSE	FALSE
182462483	14	18871599	18871658	59	29	29	0.194444	0.69047619047619	0.69047619047619	42	FALSE	FALSE
182462520	14	18962300	18962350	50	35	36	0.193182	0.686274509803922	0.705882352941177	51	FALSE	FALSE
182462532	14	18974542	18974591	49	18	21	0.472973	0.346153846153846	0.403846153846154	52	FALSE	FALSE
182462799	14	19439450	19439500	50	36	32	0.190476	0.705882352941177	0.627450980392157	51	FALSE	FALSE
182462845	14	19647832	19647891	59	30	29	0.180556	0.714285714285714	0.69047619047619	42	FALSE	FALSE
182497767	15	20555334	20555390	56	32	33	0.177215	0.711111111111111	0.733333333333333	45	FALSE	FALSE
182497911	15	20940901	20940952	51	30	31	0.256098	0.6	0.62	50	FALSE	FALSE
182498201	15	21475639	21475690	51	25	23	0.351351	0.5	0.46	50	FALSE	FALSE
182498214	15	21514607	21514658	51	34	32	0.204819	0.68	0.64	50	FALSE	FALSE
182498353	15	21912938	21912989	51	23	25	0.368421	0.46	0.5	50	FALSE	FALSE
182498355	15	21924732	21924780	48	0	1	0.981818	0	0.0188679245283019	53	FALSE	FALSE
182498367	15	21951890	21951941	51	33	34	0.211765	0.66	0.68	50	FALSE	FALSE
182499000	15	23347712	23347768	56	35	39	0.129412	0.777777777777778	0.866666666666667	45	FALSE	FALSE
182501050	15	28371607	28371663	56	32	36	0.170732	0.711111111111111	0.8	45	FALSE	FALSE
182501192	15	28539977	28540033	56	37	29	0.12	0.822222222222222	0.644444444444444	45	FALSE	FALSE
182501810	15	29997116	29997165	49	9	6	0.745763	0.173076923076923	0.115384615384615	52	FALSE	FALSE
182501926	15	30210364	30210419	55	21	21	0.382353	0.456521739130435	0.456521739130435	46	FALSE	FALSE
182501948	15	30286335	30286387	52	25	22	0.347222	0.510204081632653	0.448979591836735	49	FALSE	FALSE
182502805	15	32252296	32252348	52	22	25	0.373333	0.448979591836735	0.510204081632653	49	FALSE	FALSE
182502826	15	32328276	32328331	55	20	22	0.391304	0.434782608695652	0.478260869565217	46	FALSE	FALSE
182521635	15	82339753	82339805	52	24	26	0.342105	0.489795918367347	0.530612244897959	49	FALSE	FALSE
182522845	15	85250158	85250210	52	25	24	0.337838	0.510204081632653	0.489795918367347	49	FALSE	FALSE
182529348	15	101940269	101940317	48	34	35	0.224719	0.641509433962264	0.660377358490566	53	FALSE	FALSE
182529377	16	27194	27254	60	29	27	0.188406	0.707317073170732	0.658536585365854	41	FALSE	FALSE
182537636	16	14905718	14905772	54	34	29	0.181818	0.723404255319149	0.617021276595745	47	FALSE	FALSE
182537668	16	14933289	14933338	49	38	38	0.164835	0.730769230769231	0.730769230769231	52	FALSE	FALSE
182537753	16	15127625	15127674	49	36	33	0.197674	0.692307692307692	0.634615384615385	52	FALSE	FALSE
182537823	16	15216216	15216271	55	21	24	0.366197	0.456521739130435	0.521739130434783	46	FALSE	FALSE
182538495	16	16304371	16304425	54	34	36	0.166667	0.723404255319149	0.765957446808511	47	FALSE	FALSE
182538530	16	16331776	16331825	49	40	42	0.136842	0.769230769230769	0.807692307692308	52	FALSE	FALSE
182538560	16	16375069	16375118	49	36	39	0.184783	0.692307692307692	0.75	52	FALSE	FALSE
182539481	16	18127838	18127893	55	24	21	0.338235	0.521739130434783	0.456521739130435	46	FALSE	FALSE
182539603	16	18336789	18336838	49	40	39	0.141304	0.769230769230769	0.75	52	FALSE	FALSE
182539645	16	18376891	18376940	49	35	36	0.202247	0.673076923076923	0.692307692307692	52	FALSE	FALSE
182541242	16	21471918	21471967	49	32	32	0.247059	0.615384615384615	0.615384615384615	52	FALSE	FALSE
182541465	16	21903713	21903762	49	36	29	0.207317	0.692307692307692	0.557692307692308	52	FALSE	FALSE
182541718	16	22466975	22467024	49	31	37	0.244444	0.596153846153846	0.711538461538462	52	FALSE	FALSE
182545631	16	29440018	29440067	49	27	25	0.333333	0.519230769230769	0.480769230769231	52	FALSE	FALSE
182545682	16	29541783	29541832	49	25	27	0.35	0.480769230769231	0.519230769230769	52	FALSE	FALSE
182547312	16	32258276	32258327	51	33	30	0.222222	0.66	0.6	50	FALSE	FALSE
182547556	16	32671126	32671177	51	37	41	0.152174	0.74	0.82	50	FALSE	FALSE
182547576	16	32715245	32715301	56	35	32	0.141026	0.777777777777778	0.711111111111111	45	FALSE	FALSE
182547726	16	32937755	32937839	84	9	8	0.346154	0.529411764705882	0.470588235294118	17	FALSE	FALSE
182547929	16	33365829	33365880	51	36	36	0.172414	0.72	0.72	50	FALSE	FALSE
182547951	16	33464600	33464651	51	36	36	0.172414	0.72	0.72	50	FALSE	FALSE
182548288	16	33915978	33916062	84	10	8	0.307692	0.588235294117647	0.470588235294118	17	FALSE	FALSE
182554243	16	55773501	55773552	51	26	26	0.324675	0.52	0.52	50	FALSE	FALSE
182554262	16	55820331	55820382	51	25	26	0.337662	0.5	0.52	50	FALSE	FALSE
182589756	17	41189913	41189967	54	9	7	0.709091	0.191489361702128	0.148936170212766	47	FALSE	FALSE
182592659	17	46320574	46320622	48	22	25	0.405063	0.415094339622642	0.471698113207547	53	FALSE	FALSE
182592746	17	46538429	46538477	48	25	23	0.376623	0.471698113207547	0.433962264150943	53	FALSE	FALSE
182616555	18	15151277	15151325	48	33	37	0.230769	0.622641509433962	0.69811320754717	53	FALSE	FALSE
182640406	19	92234	92282	48	34	31	0.235294	0.641509433962264	0.584905660377358	53	FALSE	FALSE
182653030	19	15002916	15002971	55	0	1	0.979167	0	0.0217391304347826	46	FALSE	FALSE
182673401	19	51630296	51630344	48	23	27	0.382716	0.433962264150943	0.509433962264151	53	FALSE	FALSE
182673408	19	51646720	51646768	48	27	23	0.350649	0.509433962264151	0.433962264150943	53	FALSE	FALSE
182712517	2	87392330	87392378	48	25	28	0.353659	0.471698113207547	0.528301886792453	53	FALSE	FALSE
182713560	2	90284291	90284339	48	27	26	0.3375	0.509433962264151	0.490566037735849	53	FALSE	FALSE
182714039	2	91581650	91581700	50	38	39	0.153846	0.745098039215686	0.764705882352941	51	FALSE	FALSE
182728395	2	130444578	130444626	48	32	31	0.258824	0.60377358490566	0.584905660377358	53	FALSE	FALSE
182728511	2	130676899	130676947	48	30	31	0.282353	0.566037735849057	0.584905660377358	53	FALSE	FALSE
182742146	2	169246091	169246141	50	1	0	0.980769	0.0196078431372549	0	51	FALSE	FALSE
182757756	2	211872999	211873048	49	24	29	0.353659	0.461538461538462	0.557692307692308	52	FALSE	FALSE
182758425	2	213784260	213784309	49	28	24	0.324675	0.538461538461538	0.461538461538462	52	FALSE	FALSE
182798646	21	5020842	5020901	59	19	19	0.387097	0.452380952380952	0.452380952380952	42	FALSE	FALSE
182798685	21	5061612	5061661	49	28	22	0.333333	0.538461538461538	0.423076923076923	52	FALSE	FALSE
182798863	21	5625524	5625575	51	40	39	0.122222	0.8	0.78	50	FALSE	FALSE
182798864	21	5688597	5688648	51	37	37	0.159091	0.74	0.74	50	FALSE	FALSE
182798865	21	5693455	5693506	51	34	34	0.2	0.68	0.68	50	FALSE	FALSE
182798935	21	5967632	5967680	48	28	28	0.317073	0.528301886792453	0.528301886792453	53	FALSE	FALSE
182799005	21	6099873	6099924	51	23	25	0.368421	0.46	0.5	50	FALSE	FALSE
182799054	21	6152877	6152937	60	18	19	0.393443	0.439024390243902	0.463414634146341	41	FALSE	FALSE
182799102	21	6322499	6322551	52	33	35	0.2	0.673469387755102	0.714285714285714	49	FALSE	FALSE
182799145	21	6484817	6484865	48	20	28	0.414634	0.377358490566038	0.528301886792453	53	FALSE	FALSE
182799208	21	6666575	6666627	52	30	32	0.243902	0.612244897959184	0.653061224489796	49	FALSE	FALSE
182799286	21	6993645	6993697	52	33	28	0.217949	0.673469387755102	0.571428571428571	49	FALSE	FALSE
182799323	21	7120750	7120801	51	40	35	0.127907	0.8	0.7	50	FALSE	FALSE
182799324	21	7125608	7125659	51	32	31	0.231707	0.64	0.62	50	FALSE	FALSE
182799440	21	7635830	7635881	51	38	44	0.136842	0.76	0.88	50	FALSE	FALSE
182799487	21	7786988	7787041	53	24	25	0.337838	0.5	0.520833333333333	48	FALSE	FALSE
182799623	21	8225159	8225207	48	30	35	0.269663	0.566037735849057	0.660377358490566	53	FALSE	FALSE
182799763	21	8408158	8408206	48	33	33	0.241379	0.622641509433962	0.622641509433962	53	FALSE	FALSE
182799916	21	8557231	8557283	52	23	22	0.375	0.469387755102041	0.448979591836735	49	FALSE	FALSE
182799918	21	8561476	8561527	51	31	31	0.243902	0.62	0.62	50	FALSE	FALSE
182800824	21	10512922	10512974	52	25	24	0.337838	0.510204081632653	0.489795918367347	49	FALSE	FALSE
182801000	21	13166839	13166887	48	39	39	0.16129	0.735849056603774	0.735849056603774	53	FALSE	FALSE
182810036	21	34417000	34417053	53	25	24	0.328767	0.520833333333333	0.5	48	FALSE	FALSE
182814060	21	43093150	43093198	48	28	20	0.351351	0.528301886792453	0.377358490566038	53	FALSE	FALSE
182814354	21	43570893	43570941	48	29	28	0.304878	0.547169811320755	0.528301886792453	53	FALSE	FALSE
182814745	21	44159844	44159895	51	16	16	0.522388	0.32	0.32	50	FALSE	FALSE
182814801	21	44202009	44202058	49	22	27	0.3875	0.423076923076923	0.519230769230769	52	FALSE	FALSE
182814815	21	44211752	44211800	48	23	26	0.3875	0.433962264150943	0.490566037735849	53	FALSE	FALSE
182814837	21	44237551	44237603	52	25	23	0.342466	0.510204081632653	0.469387755102041	49	FALSE	FALSE
182814846	21	44242596	44242655	59	19	20	0.380952	0.452380952380952	0.476190476190476	42	FALSE	FALSE
182816749	22	10534143	10534195	52	22	23	0.383562	0.448979591836735	0.469387755102041	49	FALSE	FALSE
182816751	22	10538387	10538438	51	33	32	0.216867	0.66	0.64	50	FALSE	FALSE
182817927	22	15594216	15594275	59	27	30	0.219178	0.642857142857143	0.714285714285714	42	FALSE	FALSE
182817964	22	15684850	15684900	50	30	34	0.255814	0.588235294117647	0.666666666666667	51	FALSE	FALSE
182819329	22	18517316	18517367	51	0	1	0.980769	0	0.02	50	FALSE	FALSE
182873913	3	105346981	105347033	52	1	0	0.98	0.0204081632653061	0	49	FALSE	FALSE
182909179	3	198207281	198207349	68	20	19	0.264151	0.606060606060606	0.575757575757576	33	FALSE	FALSE
182971243	4	164275967	164276020	53	0	1	0.98	0	0.0208333333333333	48	FALSE	FALSE
182981504	4	190029024	190029079	55	19	22	0.405797	0.41304347826087	0.478260869565217	46	FALSE	FALSE
182981514	4	190057691	190057741	50	24	24	0.368421	0.470588235294118	0.470588235294118	51	FALSE	FALSE
183062757	6	31997301	31997350	49	21	27	0.4	0.403846153846154	0.519230769230769	52	FALSE	FALSE
183062767	6	32030038	32030087	49	27	21	0.351351	0.519230769230769	0.403846153846154	52	FALSE	FALSE
183119160	7	5970320	5970368	48	24	26	0.375	0.452830188679245	0.490566037735849	53	FALSE	FALSE
183119688	7	6754424	6754472	48	25	24	0.371795	0.471698113207547	0.452830188679245	53	FALSE	FALSE
183137791	7	55676634	55676686	52	29	35	0.247059	0.591836734693878	0.714285714285714	49	FALSE	FALSE
183138333	7	56425159	56425211	52	33	29	0.21519	0.673469387755102	0.591836734693878	49	FALSE	FALSE
183138516	7	56799635	56799687	52	23	28	0.346154	0.469387755102041	0.571428571428571	49	FALSE	FALSE
183139083	7	57636772	57636823	51	0	1	0.980769	0	0.02	50	FALSE	FALSE
183139084	7	57636846	57636906	60	16	16	0.448276	0.390243902439024	0.390243902439024	41	FALSE	FALSE
183139585	7	60951863	60951918	55	27	23	0.285714	0.58695652173913	0.5	46	FALSE	FALSE
183141125	7	63776755	63776807	52	27	22	0.319444	0.551020408163265	0.448979591836735	49	FALSE	FALSE
183146490	7	73172010	73172058	48	25	28	0.353659	0.471698113207547	0.528301886792453	53	FALSE	FALSE
183147937	7	75220614	75220662	48	29	26	0.3125	0.547169811320755	0.490566037735849	53	FALSE	FALSE
183149022	7	76946108	76946156	48	1	0	0.981481	0.0188679245283019	0	53	FALSE	FALSE
183159703	7	102525641	102525691	50	24	25	0.363636	0.470588235294118	0.490196078431373	51	FALSE	FALSE
183159728	7	102543270	102543321	51	23	28	0.35443	0.46	0.56	50	FALSE	FALSE
183159782	7	102624731	102624781	50	25	24	0.355263	0.490196078431373	0.470588235294118	51	FALSE	FALSE
183159806	7	102642375	102642426	51	28	23	0.310811	0.56	0.46	50	FALSE	FALSE
183177957	7	150304164	150304227	63	17	19	0.37931	0.447368421052632	0.5	38	FALSE	FALSE
183178757	7	152208576	152208628	52	23	26	0.355263	0.469387755102041	0.530612244897959	49	FALSE	FALSE
183179154	7	152805685	152805748	63	19	17	0.357143	0.5	0.447368421052632	38	FALSE	FALSE
183187274	8	7212598	7212646	48	37	37	0.186813	0.69811320754717	0.69811320754717	53	FALSE	FALSE
183187390	8	7671200	7671248	48	35	36	0.211111	0.660377358490566	0.679245283018868	53	FALSE	FALSE
183187434	8	7827993	7828052	59	25	21	0.28125	0.595238095238095	0.5	42	FALSE	FALSE
183187513	8	8074885	8074933	48	32	32	0.255814	0.60377358490566	0.60377358490566	53	FALSE	FALSE
183255206	9	39916538	39916586	48	31	35	0.258427	0.584905660377358	0.660377358490566	53	FALSE	FALSE
183255370	9	40275270	40275319	49	34	35	0.215909	0.653846153846154	0.673076923076923	52	FALSE	FALSE
183255375	9	40291038	40291109	71	18	15	0.282609	0.6	0.5	30	FALSE	FALSE
183255376	9	40291134	40291187	53	35	35	0.166667	0.729166666666667	0.729166666666667	48	FALSE	FALSE
183255396	9	40345544	40345596	52	17	15	0.507692	0.346938775510204	0.306122448979592	49	FALSE	FALSE
183255766	9	41080127	41080178	51	15	18	0.521739	0.3	0.36	50	FALSE	FALSE
183255992	9	41439923	41439979	56	26	29	0.266667	0.577777777777778	0.644444444444444	45	FALSE	FALSE
183256008	9	41490007	41490060	53	34	38	0.172414	0.708333333333333	0.791666666666667	48	FALSE	FALSE
183256029	9	41548688	41548736	48	28	29	0.313253	0.528301886792453	0.547169811320755	53	FALSE	FALSE
183256131	9	41781097	41781146	49	8	8	0.737705	0.153846153846154	0.153846153846154	52	FALSE	FALSE
183256298	9	42178385	42178442	57	31	31	0.184211	0.704545454545455	0.704545454545455	44	FALSE	FALSE
183256567	9	42904615	42904664	49	4	3	0.875	0.0769230769230769	0.0576923076923077	52	FALSE	FALSE
183256570	9	42921306	42921358	52	0	2	0.961538	0	0.0408163265306122	49	FALSE	FALSE
183256863	9	60832820	60832870	50	32	34	0.232558	0.627450980392157	0.666666666666667	51	FALSE	FALSE
183256887	9	60909133	60909190	57	31	29	0.189189	0.704545454545455	0.659090909090909	44	FALSE	FALSE
183256966	9	61108378	61108428	50	32	36	0.227273	0.627450980392157	0.705882352941177	51	FALSE	FALSE
183257394	9	62277204	62277257	53	37	30	0.151899	0.770833333333333	0.625	48	FALSE	FALSE
183257415	9	62334138	62334186	48	30	28	0.292683	0.566037735849057	0.528301886792453	53	FALSE	FALSE
183257980	9	63621850	63621906	56	30	28	0.216216	0.666666666666667	0.622222222222222	45	FALSE	FALSE
183258260	9	64329771	64329819	48	28	28	0.317073	0.528301886792453	0.528301886792453	53	FALSE	FALSE
183258290	9	64437278	64437349	71	16	18	0.306122	0.533333333333333	0.6	30	FALSE	FALSE
183258291	9	64437374	64437427	53	34	36	0.176471	0.708333333333333	0.75	48	FALSE	FALSE
183259209	9	66085552	66085612	60	21	19	0.344262	0.51219512195122	0.463414634146341	41	FALSE	FALSE
183259212	9	66100987	66101036	49	32	36	0.235955	0.615384615384615	0.692307692307692	52	FALSE	FALSE
183259592	9	67222719	67222769	50	37	31	0.180723	0.725490196078431	0.607843137254902	51	FALSE	FALSE
183259877	9	67911263	67911312	49	37	34	0.183908	0.711538461538462	0.653846153846154	52	FALSE	FALSE
183270370	9	94347315	94347366	51	24	26	0.350649	0.48	0.52	50	FALSE	FALSE
183271416	9	96910273	96910324	51	25	23	0.351351	0.5	0.46	50	FALSE	FALSE
183271513	9	97155042	97155100	58	0	1	0.977778	0	0.0232558139534884	43	FALSE	FALSE
183289910	9	137877982	137878041	59	0	1	0.977273	0	0.0238095238095238	42	FALSE	FALSE
183290138	9	138269987	138270055	68	22	24	0.206897	0.666666666666667	0.727272727272727	33	FALSE	FALSE
183290230	X	275202	275269	67	16	18	0.358491	0.470588235294118	0.529411764705882	34	FALSE	FALSE
183290334	X	317967	318019	52	22	27	0.363636	0.448979591836735	0.551020408163265	49	FALSE	FALSE
183290425	X	375091	375147	56	23	22	0.338235	0.511111111111111	0.488888888888889	45	FALSE	FALSE
183291197	X	800735	800787	52	24	25	0.346667	0.489795918367347	0.510204081632653	49	FALSE	FALSE
183291212	X	807967	808022	55	23	23	0.342857	0.5	0.5	46	FALSE	FALSE
183292262	X	1306122	1306184	62	18	21	0.360656	0.461538461538462	0.538461538461538	39	FALSE	FALSE
183292527	X	1442938	1442987	49	27	25	0.333333	0.519230769230769	0.480769230769231	52	FALSE	FALSE
183293044	X	1784447	1784497	50	29	22	0.310811	0.568627450980392	0.431372549019608	51	FALSE	FALSE
183293357	X	2166287	2166336	49	29	23	0.315789	0.557692307692308	0.442307692307692	52	FALSE	FALSE
183293646	X	2385181	2385239	58	22	21	0.338462	0.511627906976744	0.488372093023256	43	FALSE	FALSE
183293969	X	2637243	2637299	56	24	21	0.328358	0.533333333333333	0.466666666666667	45	FALSE	FALSE
183294029	X	2697591	2697640	49	22	30	0.373494	0.423076923076923	0.576923076923077	52	FALSE	FALSE
183294090	X	2742657	2742708	51	26	24	0.333333	0.52	0.48	50	FALSE	FALSE
183294105	X	2758112	2758164	52	24	25	0.346667	0.489795918367347	0.510204081632653	49	FALSE	FALSE
183299938	X	12622083	12622147	64	20	19	0.315789	0.540540540540541	0.513513513513513	37	FALSE	FALSE
183299944	X	12623267	12623331	64	19	20	0.327586	0.513513513513513	0.540540540540541	37	FALSE	FALSE
183307822	X	34111675	34111725	50	0	1	0.981132	0	0.0196078431372549	51	FALSE	FALSE
183323588	X	78172552	78172603	51	27	26	0.311688	0.54	0.52	50	FALSE	FALSE
183323595	X	78197256	78197307	51	26	26	0.324675	0.52	0.52	50	FALSE	FALSE
183328293	X	92380916	92380964	48	26	27	0.345679	0.490566037735849	0.509433962264151	53	FALSE	FALSE
183347474	X	144170718	144170780	62	8	8	0.666667	0.205128205128205	0.205128205128205	39	FALSE	FALSE
183350878	X	153108020	153108080	60	22	17	0.338983	0.536585365853659	0.414634146341463	41	FALSE	FALSE
183350979	X	153291864	153291924	60	17	23	0.384615	0.414634146341463	0.560975609756098	41	FALSE	FALSE
183352227	Y	275202	275269	67	18	16	0.333333	0.529411764705882	0.470588235294118	34	FALSE	FALSE
183352331	Y	317967	318019	52	27	22	0.319444	0.551020408163265	0.448979591836735	49	FALSE	FALSE
183352422	Y	375091	375147	56	22	23	0.347826	0.488888888888889	0.511111111111111	45	FALSE	FALSE
183353194	Y	800735	800787	52	25	24	0.337838	0.510204081632653	0.489795918367347	49	FALSE	FALSE
183353209	Y	807967	808022	55	23	23	0.342857	0.5	0.5	46	FALSE	FALSE
183354259	Y	1306122	1306184	62	21	18	0.327586	0.538461538461538	0.461538461538462	39	FALSE	FALSE
183354524	Y	1442938	1442987	49	25	27	0.35	0.480769230769231	0.519230769230769	52	FALSE	FALSE
183355041	Y	1784447	1784497	50	22	29	0.37037	0.431372549019608	0.568627450980392	51	FALSE	FALSE
183355354	Y	2166287	2166336	49	23	29	0.365854	0.442307692307692	0.557692307692308	52	FALSE	FALSE
183355643	Y	2385181	2385239	58	21	22	0.348485	0.488372093023256	0.511627906976744	43	FALSE	FALSE
183355966	Y	2637243	2637299	56	21	24	0.357143	0.466666666666667	0.533333333333333	45	FALSE	FALSE
183356026	Y	2697591	2697640	49	30	22	0.306667	0.576923076923077	0.423076923076923	52	FALSE	FALSE
183356087	Y	2742657	2742708	51	24	26	0.350649	0.48	0.52	50	FALSE	FALSE
183356102	Y	2758112	2758164	52	25	24	0.337838	0.510204081632653	0.489795918367347	49	FALSE	FALSE
183357110	Y	5492487	5492535	48	27	26	0.3375	0.509433962264151	0.490566037735849	53	FALSE	FALSE
183357229	Y	5852813	5852870	57	0	1	0.978261	0	0.0227272727272727	44	FALSE	FALSE
183357366	Y	6327985	6328036	51	23	27	0.358974	0.46	0.54	50	FALSE	FALSE
183357396	Y	6382188	6382236	48	26	26	0.35	0.490566037735849	0.490566037735849	53	FALSE	FALSE
183357409	Y	6428027	6428089	62	22	19	0.305085	0.564102564102564	0.487179487179487	39	FALSE	FALSE
183357415	Y	6447214	6447267	53	26	23	0.319444	0.541666666666667	0.479166666666667	48	FALSE	FALSE
183357510	Y	6676919	6676967	48	32	31	0.258824	0.60377358490566	0.584905660377358	53	FALSE	FALSE
